Gene	ratio
WBGene00013436|Y66D12A.10	4.6
WBGene00020391|T10B5.5|cct-7	4.6
WBGene00004700|Y111B2A.18|rsp-3	4.6
WBGene00011273|R53.4	4.59
WBGene00004927|C05D9.1|snx-1	4.59
WBGene00019619|K10C2.3	4.59
WBGene00023487|F33D4.8	4.58
WBGene00019645|K11D12.5	4.58
WBGene00021758|Y50D7A.10	4.58
WBGene00007826|C30H6.9	4.58
WBGene00016801|C50C3.5	4.57
WBGene00008900|F16H6.10	4.57
WBGene00012939|Y47D3B.1	4.55
WBGene00016889|C52E12.4	4.55
WBGene00002957|F33A8.1|let-858	4.54
WBGene00009843|F48C5.2	4.54
WBGene00022599|ZC395.10	4.54
WBGene00012960|Y47H10A.4	4.53
WBGene00013968|ZK287.9	4.53
WBGene00014218|ZK1098.1	4.53
WBGene00013200|Y54E5A.5	4.53
WBGene00044291|C25F9.10	4.52
WBGene00018064|F35F11.1	4.51
WBGene00008458|E02H1.6	4.51
WBGene00003092|Y22F5A.6|lys-3	4.51
WBGene00021926|Y55F3AM.9	4.51
WBGene00013569|Y75B12B.4|bath-36	4.5
WBGene00004897|T10H9.4|snb-1	4.49
WBGene00015734|C13B9.3	4.49
WBGene00010371|H06O01.4	4.49
WBGene00001231|C41D11.2|eif-3.H	4.49
WBGene00006410|ZK470.5|nck-1	4.48
WBGene00010238|F58B4.5	4.48
WBGene00018073|F35H10.10	4.47
WBGene00021253|Y22D7AL.15	4.46
WBGene00019126|F59E12.11	4.45
WBGene00007633|C16D2.1	4.45
WBGene00014249|ZK1307.8	4.44
WBGene00013576|Y76A2B.4	4.44
WBGene00018342|F42A10.6	4.44
WBGene00003901|F48E8.5|paa-1	4.44
WBGene00003507|C14C11.6|mut-14	4.43
WBGene00016955|C55C3.5	4.43
WBGene00010877|M05D6.4|lact-4	4.43
WBGene00004215|C09D8.1|ptp-3	4.43
WBGene00004979|F42G8.11|sph-1	4.42
WBGene00009636|F42F12.4	4.41
WBGene00016033|C24A3.2	4.4
WBGene00002980|C32D5.9|lgg-1	4.4
WBGene00019466|K07B1.6	4.39
WBGene00016395|C34B2.10	4.38
WBGene00019658|K11H12.1	4.38
WBGene00010769|K11D2.2|asah-1	4.38
WBGene00011610|T08D2.5	4.38
WBGene00021834|Y54E10A.16|mab-31	4.37
WBGene00012439|Y12A6A.1	4.36
WBGene00019913|R06B10.2	4.35
WBGene00021485|Y40A1A.3	4.34
WBGene00004888|K12C11.2|smo-1	4.34
WBGene00004807|F46A9.5|skr-1	4.33
WBGene00007627|C16C10.6|ccdc-55	4.33
WBGene00022143|Y71G12B.3	4.33
WBGene00001330|Y57G11C.24|eps-8	4.33
WBGene00018863|F55A12.2	4.32
WBGene00004443|B0513.3|rpl-29	4.32
WBGene00019742|M02H5.4|nhr-202	4.32
WBGene00018853|F55A4.1|sec-22	4.31
WBGene00016664|C45E5.1	4.31
WBGene00015248|B0546.1|mai-2	4.31
WBGene00007645|C17E4.6	4.3
WBGene00011928|T22C8.7|cutl-12	4.3
WBGene00009515|F38A1.1|clec-170	4.3
WBGene00017990|F32E10.2	4.3
WBGene00008666|F10G8.8	4.29
WBGene00045242|C05B5.11	4.29
WBGene00011229|R11.4	4.29
WBGene00001161|Y102A5C.18|efl-1	4.29
WBGene00016057|C24D10.6	4.28
WBGene00004786|F44A6.2|sex-1	4.28
WBGene00010337|F59F4.2	4.27
WBGene00009595|F40F12.7	4.27
WBGene00020363|T08E11.7|fbxa-3	4.27
WBGene00020008|R11F4.2	4.27
WBGene00016490|C36E6.2	4.27
WBGene00018120|F36H12.4	4.27
WBGene00003243|F10E9.6|mig-10	4.26
WBGene00013453|Y67A10A.4|fbxa-83	4.26
WBGene00002335|ZK792.6|let-60	4.25
WBGene00001760|F37B1.2|gst-12	4.25
WBGene00015687|C10G11.7	4.25
WBGene00013329|Y57G11C.40	4.24
WBGene00015329|C02B10.4	4.24
WBGene00000899|F25E2.5|daf-3	4.23
WBGene00013150|Y53F4B.3	4.22
WBGene00000086|C02H7.3|aex-3	4.21
WBGene00044251|F59C6.12	4.21
WBGene00015801|C15H9.5	4.21
WBGene00017735|F23C8.6	4.21
WBGene00013658|Y105C5B.19	4.2
WBGene00012226|W03G11.4	4.2
WBGene00013087|Y51B9A.5	4.2
WBGene00044979|Y41E3.19	4.2
WBGene00000095|C25A1.11|aha-1	4.2
WBGene00002065|F54C9.1|iff-2	4.2
WBGene00017464|F14D12.5|sulp-2	4.2
WBGene00000941|Y39A3CR.4|ddp-1	4.2
WBGene00022282|Y74C10AR.2	4.19
WBGene00044210|Y51A2D.21	4.19
WBGene00018240|F40G9.2	4.19
WBGene00017864|F27D9.5|pcca-1	4.19
WBGene00012621|Y38H6C.8	4.19
WBGene00001069|F46C8.6|dpy-7	4.19
WBGene00021021|W04B5.4	4.19
WBGene00012105|T27F6.6	4.18
WBGene00010931|M162.5	4.18
WBGene00004993|C28C12.5|spp-8	4.18
WBGene00007349|C05G5.3	4.17
WBGene00021594|Y46E12BL.1|tig-3	4.17
WBGene00013723|Y106G6H.13	4.16
WBGene00015391|C03G5.1|sdha-1	4.16
WBGene00019062|F58F12.2	4.15
WBGene00009475|F36F2.1	4.15
WBGene00022165|Y71H2AL.2	4.14
WBGene00001395|W08D2.4|fat-3	4.14
WBGene00015185|B0432.3|mrpl-41	4.14
WBGene00012443|Y15E3A.4	4.13
WBGene00016121|C25H3.12	4.13
WBGene00018462|F45E1.1	4.13
WBGene00001251|K02B9.4|elt-3	4.13
WBGene00021309|Y32G9B.1	4.13
WBGene00017919|F29B9.1	4.13
WBGene00001994|F20B6.8|hpk-1	4.13
WBGene00012208|W02D9.2	4.13
WBGene00022089|Y69A2AR.18	4.13
WBGene00003370|C36E6.5|mlc-2	4.13
WBGene00011040|R05H5.5	4.11
WBGene00000208|Y53F4B.15|asc-1	4.11
WBGene00013638|Y105C5A.14	4.1
WBGene00004410|Y62E10A.1|rla-2	4.1
WBGene00011349|T01H3.3	4.1
WBGene00011970|T23G11.5|rlbp-1	4.09
WBGene00003893|C44B12.2|ost-1	4.09
WBGene00009848|F48F5.6	4.08
WBGene00015437|C04E12.7|scrm-3	4.08
WBGene00019628|K10D2.2|pup-2	4.08
WBGene00019697|M01B12.4	4.08
WBGene00044463|W09G12.10	4.07
WBGene00009797|F46G10.2	4.06
WBGene00001169|R03G5.1|eef-1A.2	4.05
WBGene00020007|R11F4.1	4.04
WBGene00003172|F46A9.6|mec-8	4.03
WBGene00002187|T07A9.3|kgb-1	4.03
WBGene00000539|F07B10.1|cln-3.1	4.03
WBGene00000003|F07C3.7|aat-2	4.02
WBGene00001151|F38H4.8|ech-2	4.01
WBGene00017921|F29B9.5	4.01
WBGene00008304|C54D10.10	4
WBGene00011526|T06D8.5	4
WBGene00007007|C44C8.6|mak-2	4
WBGene00005009|C09H6.1|spr-4	4
WBGene00007253|C01H6.3	4
WBGene00018289|F41E6.8	4
WBGene00008726|F13A7.11	4
WBGene00014036|ZK643.5	4
WBGene00011643|T09B9.2	4
WBGene00009072	4
WBGene00015926|C17H11.6	4
WBGene00013883|ZC412.1|npr-13	4
WBGene00016221|C29F9.6	4
WBGene00018688|F52D2.6	4
WBGene00020796|T25D3.2	4
WBGene00010043|F54C9.7	4
WBGene00019122|F59E12.6	3.98
WBGene00022185|Y71H2AM.20	3.98
WBGene00019014|F57C12.2	3.97
WBGene00003150|F49E11.1|mbk-2	3.97
WBGene00004790|F07H5.2|sgn-1	3.96
WBGene00017160|F01F1.3	3.96
WBGene00015492|C05E11.1|lnp-1	3.96
WBGene00011300|R107.5	3.95
WBGene00015087|B0252.1	3.95
WBGene00006919|F46F11.5|vha-10	3.95
WBGene00009657|F43G6.4	3.93
WBGene00008354|D1025.2	3.93
WBGene00006780|B0350.2|unc-44	3.93
WBGene00016735|C46H11.11|fhod-1	3.92
WBGene00004682|C34E11.1|rsd-3	3.91
WBGene00010547|K03H1.12	3.9
WBGene00009665|F43G9.2	3.9
WBGene00016739|C48A7.2	3.9
WBGene00016622|C43H8.2	3.89
WBGene00011181|R09H10.3	3.89
WBGene00012592|Y38E10A.14	3.88
WBGene00016987|CC8.2	3.88
WBGene00007152|B0365.5|clec-225	3.87
WBGene00015094|B0261.6	3.86
WBGene00001991|C13G3.2|hot-6	3.86
WBGene00044107|F58G6.9	3.86
WBGene00002066|M110.4|ifg-1	3.85
WBGene00004857|R13F6.9|sma-3	3.85
WBGene00009012|F21D5.7	3.85
WBGene00001733|F11E6.2|grl-24	3.85
WBGene00017803|F26A1.4	3.84
WBGene00003469|K05F1.2|msp-142	3.84
WBGene00016676|C45G9.5	3.84
WBGene00018407|F44B9.2	3.84
WBGene00001858|C01B10.5|hil-7	3.84
WBGene00005015|K08E4.1|spt-5	3.83
WBGene00002153|C25A1.7|iars-2	3.82
WBGene00006704|F58A4.10|ubc-7	3.81
WBGene00012556|Y37D8A.18	3.81
WBGene00015413|C04C3.3	3.81
WBGene00007787|C27H6.8	3.81
WBGene00003434|K08F4.8|msp-38	3.8
WBGene00022763|ZK546.7	3.8
WBGene00014001|ZK593.1|pyk-2	3.79
WBGene00014076|ZK792.1	3.79
WBGene00012244|W04D2.5	3.78
WBGene00009069|F23A7.4	3.78
WBGene00001431|F31D4.3|fkb-6	3.78
WBGene00019225|H22K11.2	3.77
WBGene00000482|T14G8.1|chd-3	3.76
WBGene00010763|K10H10.7	3.76
WBGene00001628|ZK688.8|gly-3	3.75
WBGene00015741|C13F10.1	3.75
WBGene00008043|C40H1.8	3.75
WBGene00018009|F33D11.12	3.75
WBGene00008767|F13G3.7	3.75
WBGene00019627|K10D2.1	3.74
WBGene00015349|C02F5.6	3.74
WBGene00020933|W02D3.4	3.74
WBGene00000405|T05G5.3|cdk-1	3.73
WBGene00013098|Y51H4A.1	3.73
WBGene00008669|F11A3.1|acs-14	3.72
WBGene00017169|F01F1.15	3.72
WBGene00010896|M28.5	3.72
WBGene00020197|T03G11.4	3.72
WBGene00012444|Y15E3A.5	3.71
WBGene00004479|D1007.6|rps-10	3.71
WBGene00018164|F38A5.7	3.71
WBGene00006733|F19B6.2|ufd-1	3.71
WBGene00008504|F01G4.5	3.71
WBGene00007184|B0464.2	3.7
WBGene00021898|Y54G2A.36	3.7
WBGene00013693|Y105E8B.9	3.7
WBGene00022647|ZK54.1	3.7
WBGene00001000|C18A11.7|dim-1	3.69
WBGene00012622|Y38H6C.9	3.69
WBGene00007299|C04F12.5	3.68
WBGene00007958|C35C5.9	3.68
WBGene00012803|Y43F4B.5	3.68
WBGene00013692|Y105E8B.7	3.67
WBGene00004484|F36A2.6|rps-15	3.66
WBGene00006755|ZK1098.10|unc-16	3.66
WBGene00022354|Y82E9BR.22	3.66
WBGene00007760|C27B7.2	3.66
WBGene00001049|F33H2.1|dog-1	3.66
WBGene00003767|B0213.4|nlp-29	3.65
WBGene00012192|W02A11.1	3.65
WBGene00022099|Y69A2AR.28	3.65
WBGene00015464|C05C8.7	3.65
WBGene00009360|F33E2.4	3.64
WBGene00003154|Y17G7B.5|mcm-2	3.64
WBGene00012897|Y46G5A.5|pisy-1	3.64
WBGene00008420|D2030.11	3.64
WBGene00012100|T27F2.2	3.64
WBGene00001017|ZK593.5|dnc-1	3.63
WBGene00003448|C09B9.6|msp-55	3.63
WBGene00045253|F46C3.6	3.63
WBGene00044989|Y37A1B.17	3.63
WBGene00019937|R07E4.3	3.63
WBGene00006794|C38C3.5|unc-60	3.63
WBGene00003429|R05F9.13|msp-31	3.63
WBGene00021009|W03F11.6|afd-1	3.62
WBGene00018265|F41B5.9|nhr-182	3.62
WBGene00015410|C04A2.1|tbc-6	3.62
WBGene00002257|W02D3.7|lbp-5	3.62
WBGene00011966|T23G7.3	3.62
WBGene00000217|R12H7.2|asp-4	3.62
WBGene00010148|F56D5.3	3.62
WBGene00000399|R05H10.6|cdh-7	3.61
WBGene00004274|F53G12.1|rab-11.1	3.61
WBGene00017067|D2092.6	3.61
WBGene00006795|Y50E8A.4|unc-61	3.61
WBGene00021441|Y39A3CL.3	3.61
WBGene00012780|Y42A5A.5	3.6
WBGene00045292|T14C1.3|fbxa-179	3.6
WBGene00021841|Y54E10BR.2	3.6
WBGene00002979|C46H11.4|lfe-2	3.6
WBGene00015752|C14B9.2	3.6
WBGene00012156|VW02B12L.3|ebp-2	3.6
WBGene00015779|C14F11.2	3.59
WBGene00021808|Y53G8AM.8	3.58
WBGene00001145|C16C2.2|eat-16	3.58
WBGene00021531|Y42G9A.1	3.57
WBGene00013181|Y53H1B.2	3.57
WBGene00018725|F53A9.2	3.56
WBGene00000068|F17C8.1|acy-1	3.56
WBGene00021329|Y34D9A.3	3.55
WBGene00022163|Y71G12B.28	3.55
WBGene00013513|Y71A12C.2	3.55
WBGene00003072|T21E3.3|lrp-2	3.55
WBGene00019806|R01B10.4	3.55
WBGene00020840|T27A3.4	3.54
WBGene00015509|C06A6.4	3.54
WBGene00010738|K10D3.4	3.54
WBGene00045419|R07B5.9|lsy-12	3.53
WBGene00017777|F25B5.6	3.53
WBGene00022306|Y77E11A.1	3.53
WBGene00013606|Y102A5A.1|cand-1	3.53
WBGene00013132|Y52D3.1|strd-1	3.52
WBGene00016326|C32E8.11	3.52
WBGene00004503|F23F12.6|rpt-3	3.5
WBGene00014051|ZK669.1|tag-341	3.5
WBGene00022873|ZK1240.9	3.5
WBGene00009314|F32B4.4	3.5
WBGene00003790|Y54E5A.4|npp-4	3.5
WBGene00017640|F20D6.11	3.5
WBGene00018777|F53H1.3	3.5
WBGene00019212|H19M22.3	3.5
WBGene00015515|C06A8.5|spdl-1	3.5
WBGene00021671|Y48G1BM.6	3.5
WBGene00003885|Y41G9A.1|osm-5	3.5
WBGene00011530|T06D8.10	3.5
WBGene00020340|T08B1.1	3.5
WBGene00010011|F53H4.6	3.5
WBGene00013765|Y113G7B.16	3.5
WBGene00002184|C47D12.7|kel-1	3.5
WBGene00000591|K08A8.3|coh-1	3.5
WBGene00019917|R07C3.1|clec-43	3.5
WBGene00000792|F11C7.4|crb-1	3.5
WBGene00023458|M02E1.3	3.5
WBGene00009526|F38A1.14|clec-169	3.5
WBGene00012738|Y40B1B.5|eif-3.J	3.49
WBGene00010834|M03B6.2	3.49
WBGene00018963|F56D2.1|ucr-1	3.48
WBGene00006920|Y38F2AL.3|vha-11	3.48
WBGene00012478|Y18D10A.8	3.48
WBGene00014113|ZK856.12	3.48
WBGene00003694|R11E3.5|nhr-104	3.48
WBGene00001480|H24K24.5|fmo-5	3.47
WBGene00013920|ZC506.3|pssy-1	3.47
WBGene00009968|F53B7.5|fig-1	3.46
WBGene00000491|B0024.8|che-12	3.46
WBGene00001933|F55G1.2|his-59	3.45
WBGene00008348|C56G7.3	3.45
WBGene00004046|F45E4.2|plp-1	3.45
WBGene00010560|K04G2.1|iftb-1	3.44
WBGene00004506|Y49E10.1|rpt-6	3.44
WBGene00044241|C53D6.11	3.44
WBGene00013143|Y53C12B.1	3.43
WBGene00006962|C18A11.5|xol-1	3.43
WBGene00002583|B0261.2|let-363	3.43
WBGene00010139|F56A8.3	3.43
WBGene00010685|K08F9.2|aipl-1	3.43
WBGene00006493|R09A8.3|tag-147	3.43
WBGene00019830|R02E12.6|hrg-1	3.43
WBGene00013104|Y51H4A.8	3.42
WBGene00001565|C14B9.6|gei-8	3.42
WBGene00003080|Y71G12B.14|lsm-6	3.41
WBGene00006832|C41C4.5|unc-105	3.41
WBGene00050936|ZK856.16	3.41
WBGene00000816|Y55F3AM.15|csn-4	3.41
WBGene00010771|K11D2.5	3.4
WBGene00018489|F46E10.2	3.4
WBGene00017349|F10E7.8|farl-11	3.4
WBGene00004254|T14G10.2|pxf-1	3.39
WBGene00016730|C46H11.6	3.39
WBGene00009390|F35C5.1	3.39
WBGene00021871|Y54G2A.5|dml-1	3.39
WBGene00000097|F58E10.4|aip-1	3.38
WBGene00007385|C06H2.1|atp-5	3.38
WBGene00003025|T27C4.4|lin-40	3.37
WBGene00000379|K01C8.10|cct-4	3.36
WBGene00000500|T09B4.10|chn-1	3.36
WBGene00012755|Y41C4A.8	3.36
WBGene00018140|F37B4.10	3.36
WBGene00016269|C30G4.4	3.36
WBGene00008149|C47E12.4|pyp-1	3.36
WBGene00015007|B0041.2|ain-2	3.36
WBGene00016325|C32E8.9	3.35
WBGene00002196|T01G9.6|kin-10	3.35
WBGene00016725|C46H3.2	3.35
WBGene00010553|K04C1.3	3.34
WBGene00013592|Y81G3A.4	3.34
WBGene00010122|F55G11.1	3.34
WBGene00022848|ZK1055.7	3.33
WBGene00000966|F55A12.4|dhs-2	3.33
WBGene00007593|C14H10.3	3.33
WBGene00008915|F17C11.4	3.33
WBGene00007010|R10E12.1|alx-1	3.33
WBGene00001336|Y41E3.4|qars-1	3.32
WBGene00020837|T27A1.5	3.32
WBGene00007421|C07H4.1	3.31
WBGene00002915|H19M22.2|let-805	3.31
WBGene00009162|F26E4.7	3.31
WBGene00010595|K06A4.5|haao-1	3.31
WBGene00009436|F35G2.2	3.31
WBGene00022583|ZC262.8	3.31
WBGene00000396|F25F2.2|cdh-4	3.31
WBGene00020094|R144.4|wip-1	3.3
WBGene00017070|D2096.2|praf-3	3.3
WBGene00013145|Y53C12B.6|cutl-2	3.3
WBGene00022087|Y69A2AR.16	3.29
WBGene00010012|F53H10.2	3.29
WBGene00014108|ZK856.7	3.29
WBGene00016294|C31H2.4	3.29
WBGene00002043|C09G4.1|hyl-1	3.28
WBGene00006728|ZK1010.1|ubq-2	3.28
WBGene00010725|K09E9.2|erv-46	3.28
WBGene00011532|T06D10.2	3.27
WBGene00017103|E02H9.5	3.27
WBGene00004433|C14B9.7|rpl-21	3.27
WBGene00013354|Y59A8B.22|snx-6	3.27
WBGene00022119|Y71F9AL.17	3.27
WBGene00006931|T20D3.7|vps-26	3.26
WBGene00018846|F54H12.6|eef-1B.1	3.25
WBGene00023422|F43C1.6	3.25
WBGene00002202|C03C10.1|kin-19	3.25
WBGene00002044|K02G10.6|hyl-2	3.24
WBGene00019509|K07H8.9	3.23
WBGene00000770|C40H1.1|cpb-1	3.23
WBGene00006664|ZK1251.8|twk-9	3.23
WBGene00019858|R03H10.6	3.23
WBGene00012717|Y39E4B.6	3.23
WBGene00016140|C26E6.4|rpb-2	3.23
WBGene00017499|F15E11.13	3.22
WBGene00002199|M176.6|kin-15	3.22
WBGene00011748|T13F2.9	3.22
WBGene00006491|ZK809.2|acl-3	3.21
WBGene00000895|B0412.1|dac-1	3.21
WBGene00004862|T05A10.1|sma-9	3.21
WBGene00015791|C15C7.5	3.21
WBGene00008940|F18H3.4	3.2
WBGene00018765|F53F10.3	3.2
WBGene00017834|F26F12.3	3.2
WBGene00017750|F23F1.10	3.2
WBGene00014015|ZK632.7	3.2
WBGene00004013|F38A6.1|pha-4	3.2
WBGene00006528|F26E4.8|tba-1	3.19
WBGene00019427|K06A1.5|atg-16.2	3.19
WBGene00019629|K10D2.3|cid-1	3.19
WBGene00000220|K08F8.2|atf-2	3.19
WBGene00010701|K09A9.3|ent-2	3.19
WBGene00004363|T14A8.1|ric-3	3.18
WBGene00009085|F23D12.1	3.18
WBGene00010795|M01A8.1	3.18
WBGene00003413|Y43F8C.12|mrp-7	3.17
WBGene00007630|C16C10.11|har-1	3.17
WBGene00017984|F32D1.5	3.17
WBGene00000552|T21H3.3|cmd-1	3.16
WBGene00011564|T07C5.1|ugt-50	3.16
WBGene00017792|F25E5.16	3.16
WBGene00011571|T07C12.7|ttr-46	3.16
WBGene00004147|T12F5.5|larp-5	3.16
WBGene00000235|B0464.7|baf-1	3.15
WBGene00004444|Y106G6H.3|rpl-30	3.15
WBGene00008594|F08H9.6|clec-57	3.15
WBGene00001023|C04A2.7|dnj-5	3.15
WBGene00021938|Y55F3BR.1	3.15
WBGene00012907|Y46G5A.17|cpt-1	3.15
WBGene00003430|R05F9.3|msp-32	3.14
WBGene00018729|F53A9.6	3.14
WBGene00006745|B0273.4|unc-5	3.14
WBGene00022368|Y92H12BR.2	3.13
WBGene00007104|B0024.15	3.13
WBGene00001085|C25G4.5|dpy-26	3.13
WBGene00016258|C30F8.2|vha-16	3.13
WBGene00044901|Y41G9A.10	3.12
WBGene00023484|Y54G2A.37	3.12
WBGene00010827|M02B1.2	3.12
WBGene00000277|C23H4.1|cab-1	3.12
WBGene00015344|C02E11.1|nra-4	3.12
WBGene00010912|M106.4	3.12
WBGene00012528|Y32F6A.3|pap-1	3.11
WBGene00003927|CD4.6|pas-6	3.11
WBGene00017164|F01F1.10|eng-1	3.11
WBGene00011379|T02E1.7	3.1
WBGene00000836|D2045.6|cul-1	3.1
WBGene00009816|F47B10.5	3.09
WBGene00044466|Y48A5A.3	3.09
WBGene00019512|K08A2.2	3.09
WBGene00020940|W02D7.4	3.08
WBGene00000179|ZK525.2|aqp-11	3.08
WBGene00016332|C32F10.4	3.08
WBGene00012295|W06B3.1	3.07
WBGene00000971|E04F6.7|dhs-7	3.07
WBGene00007706|C25A1.4	3.07
WBGene00012933|Y47D3A.22	3.06
WBGene00001682|F08B6.2|gpc-2	3.06
WBGene00010812|M01F1.6	3.06
WBGene00018418|F44E2.4	3.05
WBGene00017719|F22F7.1	3.05
WBGene00019904|R05G9.2	3.05
WBGene00016984|C56G3.1	3.05
WBGene00003468|ZK354.4|msp-113	3.04
WBGene00007917|C34C6.4	3.04
WBGene00012468|Y17G7B.17	3.04
WBGene00021236|Y19D10B.7	3.03
WBGene00019686|K12H6.6	3.03
WBGene00003384|T06H11.4|moc-1	3.03
WBGene00017542|F17E9.5	3.03
WBGene00000843|F25D7.1|cup-2	3.03
WBGene00045507|F10A3.17	3.02
WBGene00000464|Y54F10AM.4|ceh-44	3.02
WBGene00018150|F37C12.2|epg-4	3.02
WBGene00017924|F29B9.10	3.01
WBGene00004111|C37A2.5|pqn-21	3.01
WBGene00017159|F01F1.2	3.01
WBGene00002246|Y73C8B.4|lag-2	3
WBGene00001208|F28B12.2|egl-44	3
WBGene00002028|F08B4.6|hst-1	3
WBGene00013203|Y54E5A.8	3
WBGene00002000|F58D5.1|hrp-2	3
WBGene00001056|K02F2.1|dpf-3	3
WBGene00021876|Y54G2A.11	3
WBGene00019209|H17B01.4	3
WBGene00022149|Y71G12B.9|lin-65	3
WBGene00001135|ZK512.6|eat-4	3
WBGene00006606|LLC1.1|tra-3	3
WBGene00000063|T04C12.6|act-1	2.99
WBGene00013695|Y106G6A.2	2.99
WBGene00022202|Y72A10A.1	2.99
WBGene00019611|K10B3.5	2.99
WBGene00016628|C44B7.6	2.98
WBGene00022697|ZK353.1|cyy-1	2.98
WBGene00009801|F47A4.5	2.98
WBGene00018221|F40A3.6	2.98
WBGene00045246|C29E4.15	2.97
WBGene00008948|F19B6.1	2.97
WBGene00012867|Y45F10A.4|seld-1	2.97
WBGene00008604|F09B9.5	2.96
WBGene00003153|Y67D8C.10|mca-3	2.96
WBGene00017498|F15E11.12	2.96
WBGene00008897|F16H6.7	2.96
WBGene00013034|Y49E10.11|tat-1	2.96
WBGene00001101|C34F11.9|dsh-1	2.95
WBGene00003592|ZK1290.4|nfi-1	2.95
WBGene00001005|T26A5.9|dlc-1	2.94
WBGene00012812|Y43F8B.1	2.94
WBGene00015561|C07A12.7	2.94
WBGene00001425|F13B9.8|fis-2	2.94
WBGene00012830|Y43F8C.8	2.94
WBGene00009443|F35G12.7	2.93
WBGene00001520|K09A9.5|gas-1	2.93
WBGene00009881|F49C12.12	2.92
WBGene00017144|EEED8.16	2.92
WBGene00010780|K11H3.3	2.92
WBGene00021605|Y46H3C.5	2.92
WBGene00016396|C34B2.11	2.92
WBGene00008882|F16B12.6	2.92
WBGene00013542|Y75B8A.5	2.91
WBGene00022178|Y71H2AM.13	2.91
WBGene00015476|C05D9.9	2.91
WBGene00000065|T04C12.4|act-3	2.9
WBGene00009885|F49E2.1	2.9
WBGene00000294|F41G4.2|cas-1	2.9
WBGene00016849|C50H11.1|acs-21	2.9
WBGene00020382|T09B4.8	2.9
WBGene00002035|F29D10.4|hum-1	2.89
WBGene00003922|C15H11.7|pas-1	2.89
WBGene00022036|Y65B4BL.4	2.89
WBGene00012768|Y41E3.10|eef-1B.2	2.89
WBGene00018465|F45E1.4	2.88
WBGene00008136|C47D12.2	2.88
WBGene00021388|Y37F4.7	2.88
WBGene00010835|M03B6.3	2.87
WBGene00009237|F28H7.3	2.87
WBGene00017795|F25F8.1	2.86
WBGene00009643|F42G4.6	2.86
WBGene00021018|W04B5.1	2.86
WBGene00005532|AC3.1|sri-20	2.86
WBGene00001790|D1053.1|gst-42	2.86
WBGene00003020|C32F10.2|lin-35	2.85
WBGene00019630|K10D2.4|apc-16	2.85
WBGene00004758|R03G5.2|sek-1	2.85
WBGene00001812|F43E2.4|haf-2	2.85
WBGene00021415|Y38F2AL.1|nsy-4	2.85
WBGene00012279|W05B10.4	2.84
WBGene00006621|C43G2.5|try-3	2.83
WBGene00022075|Y69A2AR.3	2.83
WBGene00003149|T04C10.1|mbk-1	2.83
WBGene00021925|Y55F3AM.8|immp-2	2.82
WBGene00017503|F16B4.1|nhr-177	2.82
WBGene00007056|F09G8.2|crn-7	2.82
WBGene00019061|F58F12.1	2.82
WBGene00015483|C05D11.5	2.81
WBGene00013996|ZK550.2	2.81
WBGene00018305|F41G3.14|exos-8	2.81
WBGene00004173|ZC15.8|pqn-94	2.8
WBGene00009932|F52D10.6	2.8
WBGene00015806|C16A3.1	2.8
WBGene00006483|F42A9.1|dgk-4	2.8
WBGene00012906|Y46G5A.15	2.8
WBGene00003232|ZC506.4|mgl-1	2.8
WBGene00012545|Y37D8A.3	2.8
WBGene00009042|F22B5.4	2.8
WBGene00017041|D2007.1	2.79
WBGene00011240|R11A8.7	2.79
WBGene00019727|M02D8.1	2.79
WBGene00011055|R06B9.4|arrd-14	2.79
WBGene00001068|F16F9.2|dpy-6	2.79
WBGene00006757|F27D9.1|unc-18	2.79
WBGene00003670|H10E21.3|nhr-80	2.78
WBGene00001229|D2013.7|eif-3.F	2.78
WBGene00007145|B0334.5	2.78
WBGene00018370|F42H10.6	2.78
WBGene00011430|T04C12.8	2.77
WBGene00001426|F36H1.1|fkb-1	2.77
WBGene00003036|K07A1.12|lin-53	2.77
WBGene00003702|Y70C5C.6|nhr-112	2.77
WBGene00003623|F11C1.6|nhr-25	2.77
WBGene00004896|Y49F6B.4|smu-2	2.76
WBGene00000201|Y79H2A.6|arx-3	2.76
WBGene00003221|F54C1.3|mes-3	2.76
WBGene00017887|F28B3.6	2.76
WBGene00001432|B0511.1|fkb-7	2.75
WBGene00016449|C35D10.13	2.75
WBGene00007223|C01F6.9	2.75
WBGene00007303|C04F12.9|rnh-1.3	2.74
WBGene00022200|Y71H10A.2	2.74
WBGene00015037|B0212.3	2.74
WBGene00019130|F59H5.1	2.74
WBGene00000122|M18.7|aly-3	2.74
WBGene00001030|F39B2.10|dnj-12	2.74
WBGene00022005|Y59H11AM.1	2.74
WBGene00021024|W04C9.2	2.73
WBGene00020315|T07E3.4	2.73
WBGene00022114|Y71F9AL.9	2.73
WBGene00004320|ZK287.5|rbx-1	2.73
WBGene00007339|C05D12.1	2.72
WBGene00006982|Y48A6A.1|zig-5	2.72
WBGene00022074|Y69A2AR.1	2.72
WBGene00007811|C29F7.2	2.72
WBGene00009740|F45H10.3	2.72
WBGene00020580|T19D12.5	2.71
WBGene00003458|ZK354.1|msp-65	2.71
WBGene00019351|K03A1.2	2.71
WBGene00002191|B0205.7|kin-3	2.71
WBGene00013241|Y56A3A.29|ung-1	2.7
WBGene00016623|C44B7.1	2.7
WBGene00010405|H19N07.1	2.69
WBGene00009542|F38E11.5	2.69
WBGene00007983|C36E8.4	2.69
WBGene00008548|F07A11.5	2.68
WBGene00011713|T11F9.12	2.68
